"idő","kút","latitude","longitude","Év","Hónap","Cu","Ni","Co","Cr","Cd","Pb","Zn","As","NH4","PO4","NO3","NO2","pH","T","Vez.kép","logcu","logni","logco","logcr","logcd","logpb","logzn","logas","lognh4","logpo4","logno3","logno2","logvezkep","FAC1_1","FAC2_1","FAC3_1","FAC4_1","FAC5_1"
"79.00","22.00","46.24557979","20.15097325","1.0","12.0","1157.0","31.89","1.17","5.86","3.87","30.7","13020.0","11.17","819.6","1438.12","128.48","22.97","6.9","17.4","","7.053585727193677","3.4622924810219664","0.1570037488096647","1.7681496035889213","1.3532545070416904","3.4242626545931514","9.47424191576256","2.413231613081109","6.708816416364745","7.271091984034347","4.855773250198451","3.134189016701007","","","","","",""
"80.00","23.00","46.24840638","20.15806068","1.0","12.0","39.26","8.62","0.3","2.8","1.69","2.0","120.0","52.09","11417.14","816.77","100.0","34.11","6.95","14.8","","3.670206188848315","2.1540850846756014","-1.2039728043259361","1.0296194171811581","0.5247285289349821","0.6931471805599453","4.787491742782046","3.9529729917571004","9.34287101401684","6.705357537478585","4.605170185988092","3.5295905964305545","","","","","",""
"81.00","24.00","46.25172895","20.16445487","1.0","12.0","236.0","15.53","1.56","4.09","2.78","12.55","5325.0","","312.91","66.21","1201960.94","40.96","7.44","14.9","","5.4638318050256105","2.7427736371605955","0.44468582126144574","1.4085449700547104","1.0224509277025455","2.529720665577793","8.580167990577626","","5.745915609256517","4.192831508936755","13.999464897709023","3.7125959807312525","","","","","",""
"82.00","25.00","46.24005589","20.18297373","1.0","12.0","9.75","17.18","0.18","4.7","0.33","1.28","45.2","","220.87","10.0","13945.75","4.8","7.41","13.4","","2.277267285009756","2.8437459165561094","-1.7147984280919266","1.547562508716013","-1.1086626245216111","0.2468600779315258","3.8110970868381857","","5.397574293145378","2.302585092994046","9.542930081333171","1.5686159179138452","","","","","",""
"83.00","26.00","46.23663514","20.17605732","1.0","12.0","1.13","1.19","0.45","0.91","0.79","","11.05","11.17","12927.86","380.56","100.0","11.76","6.97","15.1","","0.12221763272424911","0.17395330712343798","-0.7985076962177716","-0.09431067947124129","-0.23572233352106983","","2.402430427963762","2.413231613081109","9.46713995149432","5.9416438521240265","4.605170185988092","2.464703942470481","","","","","",""
"84.00","27.00","46.22037611","20.16340414","1.0","12.0","84.12","8.35","0.21","2.76","0.41","5.84","162.6","1.36","58.89","468.14","7711.14","758.26","7.89","13.4","","4.432244350834499","2.122261538862764","-1.5606477482646683","1.0152306797290584","-0.8915981192837836","1.7647307968401356","5.0912931971137105","0.3074846997479607","4.07567129695648","6.148767396481758","8.950421315549354","6.631026334744172","","","","","",""
"85.00","28.00","46.25197526","20.15110145","1.0","12.0","1337.0","29.31","2.69","5.83","2.78","39.88","4664.0","6.68","418.25","186.74","159827.32","1928.58","7.07","15.1","","7.198183577101943","3.377928754722801","0.9895411936137477","1.763017000362401","1.0224509277025455","3.6858749450936377","8.447628728030327","1.8991179875485542","6.036079339866934","5.22971727505578","11.981849261406314","7.564539259805775","","","","","",""
"86.00","1.00","46.26445781","20.07529457","2.0","4.0","19.4","1.65","0.36","2.44","0.31","0.83","73.14","1.26","390.78","384.96","27158.53","17.84","8.41","9.4","1780.0","2.9652730660692823","0.5007752879124892","-1.0216512475319814","0.8919980393051105","-1.171182981502945","-0.18632957819149348","4.292375412721235","0.23111172096338664","5.968144741786365","5.953139432786314","10.20944645649655","2.8814431271518632","7.484368643286131","-0.8797534509233588","0.1180915710891277","-1.9373608525412676","-0.1813287077105349","0.3303808120344645"
"87.00","2.00","46.27994942","20.09128970","2.0","4.0","3.14","2.24","0.33","0.17","0.24","0.23","13.11","0.83","325.22","106.37","632.58","13.67","7.8","7.46","1650.0","1.144222799920162","0.8064758658669485","-1.1086626245216111","-1.7719568419318752","-1.4271163556401458","-1.4696759700589417","2.5733752977756086","-0.18632957819149348","5.784501876397576","4.666923582263574","6.449806694816913","2.6152036507358583","7.408530566894626","-1.880405178238782","-0.277135990265472","-1.1056506805968","-0.6311988339100202","-0.586824201624089"
"88.00","3.00","46.27069589","20.11667412","2.0","4.0","4.15","2.46","0.22","0.18","0.21","0.58","6.12","4.06","304.22","321.27","385.15","14.89","7.53","7.8","1606.0","1.423108334242607","0.9001613499442714","-1.5141277326297755","-1.7147984280919266","-1.5606477482646683","-0.5447271754416722","1.8115620965242347","1.4011829736136412","5.717751123883597","5.772281891080893","5.953632868798975","2.7006898466959175","7.381501894506707","-1.7195022371605035","-0.25134202025865704","-0.8456213716466812","-0.6686071674763582","0.5850139930693892"
"89.00","4.00","46.27920246","20.12871370","2.0","4.0","340.5","5.57","0.25","0.38","0.29","12.51","1032.93","2.56","238.48","489.34","1853.74","11.22","8.33","9.9","4810.0","5.830415125589567","1.7173950539391927","-1.3862943611198906","-0.9675840262617056","-1.2378743560016174","2.5265283244788197","6.940154703028797","0.9400072584914712","5.474285449369816","6.193057544391747","7.524960498966924","2.4176979000945504","8.478452363099807","0.9768695580019057","-0.14156326853765006","-1.9446993862454196","-0.07001223688317158","1.2548885200556583"
"90.00","5.00","46.27494389","20.13112318","2.0","4.0","82.9","1.76","0.37","0.22","0.12","2.49","271.23","2.03","73.56","233.55","263096.52","48.0","8.09","9.5","3450.0","4.417635062141249","0.5653138090500605","-0.9942522733438669","-1.5141277326297755","-2.120263536200091","0.9122827104766164","5.602967169417385","0.7080357930536959","4.298101399736121","5.453396186948117","12.480276240030987","3.871201010907891","8.146129510025405","-0.09967749173844528","-0.6734564109558263","-1.6096287217805474","1.165535545078942","0.2550059309551013"
"91.00","6.00","46.26920020","20.15307660","2.0","4.0","4.16","","0.11","0.1","0.16","0.92","9.2","3.36","62.65","116.89","136578.61","12.06","7.46","14.3","4860.0","1.425515074273172","","-2.2072749131897207","-2.3025850929940455","-1.8325814637483102","-0.08338160893905101","2.2192034840549946","1.2119409739751128","4.137563681342077","4.761233321619679","11.82465562527776","2.4898941912990393","8.48879371689454","","","","",""
"92.00","7.00","46.26934011","20.16596127","2.0","1.0","12.01","0.95","0.2","0.75","0.17","0.71","579.9","3.19","390.59","288.46","131795.54","12.21","7.61","15.0","3460.0","2.485739636091892","-0.05129329438755058","-1.6094379124341003","-0.2876820724517809","-1.7719568419318752","-0.342490308946776","6.362855674882395","1.1600209167967532","5.967658416476346","5.664556428155364","11.789007061327759","2.502255288122613","8.14902386805177","-0.8256948987234559","-1.1685579107112773","-0.6384343189821924","0.6701599865327849","0.8891513417997954"
"93.00","8.00","46.27819983","20.16376994","2.0","1.0","4.46","4.46","0.21","0.06","0.2","0.77","51.18","2.28","28.54","132.98","413525.66","9.0","7.7","11.7","3680.0","1.4951487660319727","1.4951487660319727","-1.5606477482646683","-2.8134107167600364","-1.6094379124341003","-0.2613647641344075","3.935348830731643","0.8241754429663494","3.3513066120486905","4.890198740974308","12.932474847143245","2.1972245773362196","8.210668031162976","-1.329208340151229","-0.8577309889855674","-1.202878202404769","1.589799314654372","-0.016150267389027362"
"94.00","9.00","46.28459488","20.18732313","2.0","1.0","6.28","3.56","0.18","0.13","0.19","0.3","26.7","4.72","384.97","432.06","8982.0","235.93","7.49","7.4","1849.0","1.8373699804801074","1.269760544863939","-1.7147984280919266","-2.0402208285265546","-1.6607312068216509","-1.2039728043259361","3.2846635654062037","1.5518087995974639","5.95316540917378","6.06856446748883","9.102977853647683","5.463535150858622","7.522400231387125","-1.5628686893536257","-0.21678646491341214","-0.2305322964246606","0.2506871012981978","0.5356520637888876"
"95.00","10.00","46.26497689","20.18209410","2.0","1.0","341.4","6.94","0.56","0.24","0.92","8.14","3426.13","1.72","60.9","66.62","32966.17","5.01","7.45","11.0","2378.0","5.83305481036034","1.937301774518713","-0.579818495252942","-1.4271163556401458","-0.08338160893905101","2.096790180014449","8.139186623289678","0.5423242908253617","4.109233174715851","4.199004832765533","10.403237163106253","1.6114359150967734","7.774015077250727","1.0463760828963977","-0.14211075566397177","-1.015478573031753","-0.03396598275832613","-0.48190303241814497"
"96.00","11.00","46.25678531","20.19530116","2.0","1.0","137.8","2.51","0.71","0.25","0.31","2.06","774.33","1.92","207.46","74.22","127432.31","244.66","7.23","9.8","2077.0","4.925803358579558","0.9202827531436925","-0.342490308946776","-1.3862943611198906","-1.171182981502945","0.7227059828014898","6.65199813931473","0.6523251860396901","5.334938550003682","4.307033655632451","11.755340600641489","5.49986949161877","7.638679823876112","0.12388354888989889","-0.3410090515721838","0.1703124524179693","0.41877209292337414","-0.798357252546348"
"97.00","12.00","46.26211163","20.16404530","2.0","1.0","10.0","","0.1","0.0","0.37","1.15","67.33","7.18","242.18","216.03","602023.97","21.7","7.4","11.9","16620.0","2.302585092994046","","-2.3025850929940455","","-0.9942522733438669","0.13976194237515863","4.20960590255719","1.9712993830601329","5.48968125132622","5.375417286928885","13.30805254077402","3.077312260546414","9.718362068409439","","","","",""
"98.00","13.00","46.26236168","20.15206926","2.0","1.0","17.39","0.93","0.15","0.62","0.54","0.93","85.93","15.69","334.96","3888.9","3839.98","7.91","7.22","10.4","2914.0","2.855895328366192","-0.07257069283483537","-1.8971199848858813","-0.4780358009429998","-0.616186139423817","-0.07257069283483537","4.453533011325132","2.753023566744941","5.814011121710887","8.265881620274106","8.253222437234875","2.0681277817795625","7.97728198675515","-0.9867574344299467","-0.8946051384244574","-0.8954339160759639","0.2363671134139547","2.9664160290606802"
"99.00","14.00","46.25827456","20.15745932","2.0","1.0","16.01","3.76","0.11","0.17","0.2","1.54","335.5","1.65","52.19","254.12","103.85","8.38","8.18","15.0","1269.0","2.7732135270086236","1.324418957401803","-2.2072749131897207","-1.7719568419318752","-1.6094379124341003","0.43178241642553783","5.815621956411737","0.5007752879124892","3.9548909056553216","5.537806596398332","4.642947550322122","2.125847914493992","7.1459844677143876","-0.06230464506363332","-0.842752269611085","-1.9056370115369896","-1.3149522324825547","0.2253034894170798"
"100.00","15.00","46.25394843","20.13878553","2.0","1.0","23.18","5.66","0.14","0.18","0.25","5.88","136.4","3.74","128.71","437.43","14951.09","29.4","7.84","15.1","4160.0","3.1432898379116057","1.7334238922150915","-1.9661128563728327","-1.7147984280919266","-1.3862943611198906","1.7715567619105355","4.915591745409362","1.3190856114264407","4.857561811661286","6.080916692996303","9.612539485860045","3.380994674344636","8.333270353255308","-0.14932521642133192","-0.7680862223672541","-0.8281204125931869","0.5798851962580968","1.0137651976800481"
"101.00","16.00","46.25061985","20.13224626","2.0","1.0","249.4","3.59","1.25","0.38","0.31","2.41","1664.3","2.47","223.93","165.07","545722.78","741.83","7.63","14.6","7110.0","5.519058033245936","1.2781522025001875","0.22314355131420976","-0.9675840262617056","-1.171182981502945","0.8796267475025636","7.417159893592681","0.9042181506398859","5.41133350301674","5.10636962635945","13.20986639685133","6.609120106405428","8.869257522797287","0.37683534762101056","-0.6602425708895454","0.2508379614871915","1.6693864144918027","0.2510681315563973"
"102.00","17.00","46.24668368","20.12573274","2.0","1.0","112.5","2.0","0.22","0.09","0.29","6.78","770.6","2.99","148.15","83.26","22250.0","102.87","7.86","12.5","2373.0","4.722953221644475","0.6931471805599453","-1.5141277326297755","-2.4079456086518722","-1.2378743560016174","1.9139771019523042","6.647169432192057","1.095273387402595","4.998225274019575","4.421968241766829","10.010097287594386","4.6334660551429385","7.771910256435763","0.5429432894899222","-1.0553100898407959","-0.7669586584941005","0.097222997482868","-0.3189302371360982"
"103.00","18.00","46.23883960","20.11346484","2.0","1.0","67.33","2.21","0.27","0.29","0.25","4.46","1234.3","1.7","74.13","239.5","41063.67","11.69","7.54","13.7","1354.0","4.20960590255719","0.7929925155296614","-1.3093333199837622","-1.2378743560016174","-1.3862943611198906","1.4951487660319727","7.118259286749883","0.5306282510621704","4.305820308668628","5.4785534168509695","10.622879067971729","2.458733775483977","7.21081845347222","0.45760903683418475","-0.8906759195592774","-1.1241663400999817","-0.23009643848022193","0.006672789472493168"
"104.00","19.00","46.23053857","20.10034707","2.0","1.0","15.02","0.19","0.08","0.2","0.16","1.45","91.62","2.02","335.45","108.18","64158.2","12.04","7.27","11.3","1736.0","2.7093826463359885","-1.6607312068216509","-2.5257286443082556","-1.6094379124341003","-1.8325814637483102","0.371563556432483","4.517649588458596","0.7030975114131134","5.815472914008897","4.683796506443281","11.069107187284008","2.488234439880675","7.459338895220296","-0.9717162632556848","-1.7846169653146342","-0.5990672704122931","0.11743154831566541","-0.17267854748460051"
"105.00","20.00","46.24153422","20.13221898","2.0","1.0","130.1","4.77","0.31","0.23","0.52","1.63","1401.0","3.45","136.0","249.34","30538.07","14.15","7.5","12.5","1689.0","4.86830338551846","1.5623463049002497","-1.171182981502945","-1.4696759700589417","-0.6539264674066639","0.4885800148186709","7.244941546337007","1.2383742310432684","4.912654885736052","5.518817426916829","10.326729380966908","2.649714624089247","7.4318919168078","0.32735075796007973","-0.5432914928105173","-0.8424331207507851","-0.13247972628458377","0.4185017391286305"
"106.00","21.00","46.24300451","20.14320387","2.0","1.0","87.45","1.64","0.1","0.19","0.31","0.99","521.6","3.39","86.73","91.27","4338.17","11.21","8.27","13.0","1755.0","4.471067201464611","0.494696241836107","-2.3025850929940455","-1.6607312068216509","-1.171182981502945","-0.01005033585350145","6.256901010612443","1.220829921392359","4.462799844696365","4.513822146528786","8.375207879185128","2.4168062370840686","7.470224135899966","0.0164546339994542","-0.9674134932509854","-1.8611754321587237","-0.46052174431564574","0.02448958374020349"
"107.00","22.00","46.24557979","20.15097325","2.0","1.0","274.5","11.13","0.4","0.97","1.49","11.6","2564.0","24.33","713.72","2832.35","396.57","58.99","6.88","16.7","2960.0","5.614951260949585","2.4096441652874536","-0.916290731874155","-0.030459207484708574","0.3987761199573678","2.451005098112319","7.849323818040561","3.1917101567954314","6.570490728563228","7.9488620347479175","5.982852570259418","4.077367938014984","7.992944547318106","1.1249478967106876","-0.19170443767525466","0.6584862728587677","-0.8075689154220833","2.8088805162670076"
"108.00","23.00","46.24840638","20.15806068","2.0","1.0","45.58","1.49","0.1","1.41","0.77","1.9","172.1","29.98","7750.47","1981.92","100.0","58.41","6.8","16.0","935.0","3.819469023817538","0.3987761199573678","-2.3025850929940455","0.34358970439007686","-0.2613647641344075","0.6418538861723947","5.1480757032174935","3.4005304926744517","8.95550876566984","7.59182135080589","4.605170185988092","4.067487108052218","6.840546529288687","-0.27280649270801527","-0.7593595649445805","1.0203447523369806","-2.1838806288069406","2.426502798003764"
